1572210995000;#warren2020;warren;17
1572213556000;#elizabethwarren;warren;17
1572212198000;#teamwarren;warren;11
1572214365000;#foxnews;warren;11
1572208604000;#mypresident;warren;9
1572205529000;#neverwarren;warren;7
1572205633000;#lizwarren;warren;6
1572212044000;#election2020;warren;5
1572212198000;#winwithwarren;warren;4
1572206273000;#smartest;warren;4
1572207723000;#bernie2020;sanders;347
1572213432000;#bernieindetroit;sanders;221
1572209139000;#notmeus;sanders;109
1572213817000;#berniesquad;sanders;66
1572213848000;#amobernie;sanders;60
1572215391000;#detroit;sanders;56
1572215215000;#bernieblackout;sanders;50
1572208586000;#rashidatlaib;sanders;44
1572215399000;#muslimsforbernie;sanders;34
1572213671000;#sharethebern;sanders;32
1572213475000;#election2020;election2020;106
1572203889000;#politicalrevolution;election2020;43
1572208730000;#pedowood;election2020;35
1572214180000;#larem;election2020;30
1572214045000;#politique;election2020;27
1572213924000;#kentucky;election2020;19
1572215389000;#yanggang;election2020;17
1572205574000;#breaking;election2020;15
1572212005000;#medicareforall;election2020;15
1572213083000;#kysen;election2020;14
1572213853000;#texascannabisadvocate;biden;4
1572203791000;#alltexascannabis;biden;4
1572214898000;#bernie2020;biden;4
1572204504000;#joebiden;biden;3
1572212989000;#ukraineextortion;biden;3
1572213127000;#ukrainecollusion;biden;3
1572212989000;#ukrainegate;biden;3
1572213058000;#ukrainebiden;biden;2
1572209496000;#petebuttigieg;biden;2
1572214898000;#notmeus;biden;2
1572204759000;#albaghdadi;trump;1496
1572213499000;#baghdadi;trump;759
1572214073000;#trump;trump;671
1572216761000;#enemyofthepeople;trump;391
1572205535000;#obama;trump;316
1572204948000;#trump2020;trump;285
1572215844000;#msm;trump;276
1572212923000;#watch;trump;242
1572213885000;#wapo;trump;192
1572207479000;#hillsong;trump;166
