timestamp;hashtag;trackterm;count
1572211392000;#breakingnews;trump;4
1572214128000;#builtincrm;election2020;2
1572208747000;#ccot;trump;2
1572211758000;#childrenincages;trump;3
1572204203000;#cltv;trump;14
1572205167000;#congressionalleaders;trump;6
1572208900000;#conspiratorium;election2020;5
1572216011000;#constitution;trump;3
1572211194000;#corruptscum;trump;3
1572208600000;#deepavali;trump;2
1572214820000;#deepstatecorruption;election2020;6
1572212621000;#demsseditiousleakers;trump;3
1572210520000;#derecha;trump;45
1572205791000;#draintheswamp;trump;17
1572212190000;#durhaminvestigation;trump;2
1572215490000;#elizabethwarren;warren;17
1572214810000;#enough;trump;4
1572211550000;#equalitytownhall;warren;3
1572206069000;#erbil;trump;3
1572204156000;#erdogan;election2020;2
1572213818000;#fail;trump;4
1572210333000;#fakenews;trump;42
1572215996000;#fbi;trump;3
1572203760000;#feelthebern2020;sanders;3
1572214704000;#feelthebern;trump;3
1572209080000;#finishthewall;trump;16
1572207126000;#foxandfriends;trump;3
1572212958000;#foxnews;sanders;2
1572212099000;#freedomgroupnews;trump;2
1572211452000;#frexit;election2020;6
1572210757000;#fuckisis;trump;2
1572212561000;#hoaxanddreams;trump;2
1572205261000;#housingcrisis;election2020;5
1572204445000;#iapolitics;trump;2
1572209174000;#icantbewithsomeonewho;trump;24
1572211285000;#impeachdonaldjtrump;trump;3
1572209086000;#impeachmenttrial;trump;3
1572212585000;#impeachtrumpabuseofpower;trump;2
1572215629000;#internacionales;trump;3
1572216626000;#joebiden;biden;3
1572213817000;#jointhemovement;sanders;7
1572213050000;#keepingamericasafe;trump;2
1572210834000;#keeptexasred;trump;4
1572204447000;#kurdishallies;trump;2
1572203774000;#kurdsgenocide;election2020;2
1572205182000;#leaders;trump;4
1572216128000;#legalizeit;sanders;2
1572203589000;#liarinchief;trump;28
1572206607000;#liberals;trump;2
1572212639000;#life;trump;3
1572212981000;#loser;trump;3
1572207119000;#macron;election2020;5
1572205895000;#marijuana;sanders;2
1572206675000;#math;trump;2
1572209578000;#middleeast;trump;2
1572215838000;#mikepence;trump;3
1572212639000;#music;trump;2
1572214845000;#muslimsforbernie;sanders;34
1572215475000;#nationalspark;trump;2
1572208444000;#natsec;trump;4
1572211604000;#neverwarren;trump;3
1572204606000;#news;trump;28
1572204758000;#nh;sanders;2
1572209088000;#noonedumberthanme;trump;5
1572203535000;#notmeus;biden;2
1572211016000;#onelessmonster;trump;2
1572210833000;#ourrevolution;sanders;2
1572216790000;#pelosi;trump;5
1572212418000;#pennsylvania;election2020;2
1572204050000;#poll;trump;2
1572210903000;#potus45;trump;4
1572213127000;#promisesmadepromiseskept;biden;2
1572211116000;#putinspuppettrump;trump;3
1572215771000;#quidproquotrumpsgottago;trump;2
1572211604000;#rashidatlaib;trump;4
1572205860000;#reality;trump;2
1572206944000;#redwavecoming;trump;2
1572212670000;#sanders;sanders;4
1572204632000;#sarahhuckabeesandersknocksmittromneyscriticismdonaldtrump;trump;3
1572216698000;#siria;trump;12
1572215732000;#socialismkills;trump;2
1572208277000;#socialistas;trump;2
1572203513000;#stopthecoup;trump;20
1572207173000;#sulaymaniyah;trump;3
1572211854000;#sundaymorning;election2020;3
1572213738000;#sundaymotivation;sanders;4
1572212345000;#sundaythoughts;trump;66
1572204749000;#therealhu;trump;2
1572213047000;#tlot;trump;2
1572204471000;#tolerance;trump;2
1572203838000;#traitor;trump;5
1572209578000;#trumpconman;trump;2
1572209702000;#trumpisaliar;trump;3
1572204421000;#trumpisanationalsecuritythreat;trump;2
1572206791000;#trumpisunfit;trump;2
1572213292000;#trumpsforeignpolicyrules;trump;3
1572212571000;#trumptreason;trump;5
1572204902000;#twitler;trump;3
1572213127000;#ukrainebiden;biden;2
1572214551000;#ukraineextortion;trump;18
1572209978000;#urgente;trump;2
1572203359000;#uspolitics;trump;8
1572208422000;#veteransagainsttrump;trump;4
1572213646000;#wakeupamerica;trump;2
1572214333000;#wapo;trump;192
1572216187000;#warondrugs;sanders;3
1572204093000;#wearethenewsnow;trump;4
1572215992000;#whenweareinthewhitehouse;sanders;2
1572212266000;#worldseries;trump;12
1572212286000;#zelensky;trump;2
1572211610000;#2a;trump;2
1572212339000;#ahora;trump;138
1572207546000;#al;trump;140
1572214024000;#bernie2020;sanders;347
1572211836000;#bernieblackout;sanders;50
1572204871000;#bernierally;sanders;2
1572211604000;#berniesanders2020;trump;3
1572210633000;#bestpresidentever45;trump;4
1572216052000;#blacklivesmatter;sanders;4
1572210997000;#blexit;trump;6
1572209371000;#bonespurs;trump;3
1572214113000;#breaking;election2020;15
1572216390000;#breaking;sanders;4
1572214236000;#breaking;trump;145
1572215426000;#cadetbonespurs;trump;7
1572215485000;#climatechange;trump;2
1572206552000;#clinton;trump;2
1572205012000;#cnnsotu;election2020;7
1572216513000;#comey;trump;3
1572213315000;#credit;trump;2
1572215901000;#criminaljusticeforum;election2020;2
1572205179000;#debate;trump;8
1572210446000;#deepstatecorruption;trump;2
1572213137000;#demscantbetrusted;trump;2
1572206109000;#diwali;election2020;11
1572209561000;#doj;trump;2
1572205249000;#ei;trump;3
1572205492000;#election2020;sanders;8
1572213475000;#elections;election2020;2
1572214055000;#enemyofthepeople;trump;391
1572205221000;#eua;trump;7
1572205985000;#facts;trump;4
1572214732000;#fake;trump;2
1572216740000;#firstthem;warren;2
1572209103000;#fortherichbytherich;election2020;4
1572211112000;#fucktrumpfucktrumpfucktrump;trump;2
1572206509000;#genius;trump;2
1572207446000;#houston;trump;4
1572215805000;#impeach45;trump;19
1572204723000;#impeachmentiscoming;trump;13
1572212184000;#impeachnow;trump;5
1572208218000;#impeachthehimpeach;trump;11
1572215040000;#impeachtrumpemolumemtsclause;trump;2
1572209578000;#iraq;trump;4
1572214511000;#isisdonald;trump;54
1572213534000;#isis;trump;122
1572210184000;#istandwithtrump;trump;4
1572211429000;#jaderkushner;trump;2
1572216168000;#k9;trump;2
1572210543000;#kurdishgenocide;trump;3
1572203815000;#kypolitics;election2020;5
1572212228000;#liberalismisamentaldisorder;trump;8
1572208408000;#livestream;election2020;5
1572207681000;#loúltimopld;trump;2
1572203700000;#marijuananews;sanders;2
1572212229000;#mitchmcconnell;trump;2
1572209217000;#msnbc;trump;3
1572216367000;#newnormal;trump;2
1572216450000;#newzealand;trump;4
1572216248000;#nhpolitics;sanders;5
1572216698000;#noticias;trump;2
1572203905000;#opporesearch;warren;2
1572207392000;#pass;sanders;3
1572214799000;#photoops;trump;3
1572205962000;#political;trump;3
1572216545000;#potstocks;sanders;2
1572214026000;#presidentberniesanders;sanders;2
1572212149000;#propaganda;trump;2
1572209986000;#putin;trump;3
1572205639000;#restart_opposition;trump;4
1572208692000;#rico;trump;2
1572205207000;#robertmueller;trump;2
1572215735000;#robot;trump;2
1572209748000;#saidaboutyang;election2020;10
1572204280000;#scottmorrison;trump;24
1572211238000;#semanarenova;trump;7
1572207682000;#sepaque;trump;2
1572213009000;#situationroom;trump;2
1572216810000;#skypapers;trump;4
1572209362000;#soros;trump;5
1572216168000;#specialforces;trump;2
1572211420000;#spygate;election2020;7
1572216134000;#standwithbenedict;trump;2
1572203451000;#standwithtrump;trump;3
1572207624000;#termlimits;trump;2
1572209146000;#theprojecttv;trump;10
1572210959000;#thesepeoplearesick;trump;3
1572213897000;#traidor;trump;2
1572204653000;#trumpcrimefamilyforprison;trump;3
1572216281000;#trumpisafraud;trump;4
1572216422000;#trumplandslidevictory2020;trump;2
1572216713000;#trumplieseverytimehespeaks;trump;13
1572205277000;#trumpresigns;trump;2
1572213466000;#trumpscum;trump;2
1572211595000;#trumpsycophants;trump;5
1572213509000;#truth;trump;11
1572214551000;#ukrainegate;trump;22
1572210414000;#unfitforoffice;trump;3
1572211116000;#unomásunonoticias;trump;2
1572210803000;#wegothim;trump;9
1572204245000;#wethepeople;trump;14
1572207572000;#whartonisadiplomamill;trump;7
1572203928000;#zuckerberg;trump;3
1572209889000;#étatislamique;trump;5
1572213883000;#حاجة;trump;16
